player_id,age_group,prior_coding_exp,motivation_type,sessions_played,avg_session_time_min,levels_attempted,levels_completed,completion_rate,initial_difficulty,current_difficulty,difficulty_jump,avg_attempts_per_level,syntax_errors,logic_errors,hints_used,hint_rate,forum_posts,badges_earned,streak_days,time_between_sessions,performance_score,flow_score,optimal_difficulty,churned
P0381,13-15,1,Intrinsic,21,29.6,37,21,0.568,1,3,2,5.73,12,12,5,0.135,5,3,6,5.02,41.89,70.32,1,0
P0382,19-22,4,Social,7,14.63,20,11,0.55,3,2,1,3.37,7,3,0,0.0,0,5,3,4.18,62.07,75.5,1,0
P0383,19-22,3,Extrinsic,8,22.8,18,9,0.5,3,2,1,3.42,5,5,1,0.056,0,0,2,0.65,48.45,71.33,1,0
P0384,23-30,5,Social,20,19.32,50,46,0.92,2,5,3,3.12,2,7,0,0.0,1,4,3,1.54,79.99,90.0,1,0
P0385,19-22,5,Intrinsic,17,20.92,34,12,0.353,2,4,2,1.66,3,2,2,0.059,1,1,2,0.5,56.47,61.88,1,0
P0386,19-22,4,Extrinsic,11,12.16,22,8,0.364,2,3,1,6.28,16,16,3,0.136,2,2,1,0.5,42.84,62.09,1,0
P0387,16-18,2,Extrinsic,11,18.7,32,18,0.562,4,5,1,5.2,12,7,6,0.188,1,1,2,3.74,44.01,70.5,1,0
P0388,13-15,0,Extrinsic,14,36.49,31,16,0.516,3,4,1,1.41,3,5,0,0.0,1,4,3,2.27,48.12,73.81,1,0
P0389,19-22,2,Intrinsic,10,26.63,17,9,0.529,4,3,1,3.73,8,8,2,0.118,0,1,3,2.76,46.34,70.94,1,0
P0390,19-22,3,Intrinsic,16,5.0,29,19,0.655,2,5,3,4.35,10,6,7,0.241,1,1,6,3.95,53.83,69.52,1,0
P0391,23-30,3,Extrinsic,16,31.73,35,27,0.771,5,4,1,3.09,4,6,4,0.114,4,5,2,0.97,67.63,83.14,1,0
P0392,16-18,1,Intrinsic,13,30.72,20,12,0.6,4,4,0,2.39,5,1,1,0.05,0,1,0,1.54,48.53,78.5,1,0
P0393,16-18,2,Extrinsic,3,19.13,6,4,0.667,2,2,0,3.57,7,4,0,0.0,1,2,7,2.8,53.74,83.33,1,0
P0394,19-22,4,Social,11,27.74,23,21,0.913,1,2,1,4.73,13,6,2,0.087,3,3,2,0.5,70.2,91.04,1,0
P0395,16-18,1,Intrinsic,11,15.12,29,17,0.586,2,5,3,5.1,9,6,4,0.138,0,1,21,5.37,41.19,69.17,1,0
P0396,23-30,4,Social,11,18.24,22,18,0.818,5,6,1,3.32,5,2,2,0.091,2,5,8,1.26,72.93,86.18,1,0
P0397,23-30,4,Intrinsic,17,33.99,50,13,0.26,2,3,1,3.26,6,3,2,0.04,2,5,4,3.23,50.74,59.8,0,0
P0398,16-18,0,Extrinsic,7,19.83,12,2,0.167,2,1,1,4.91,11,3,2,0.167,1,0,3,16.25,19.4,51.33,0,1
P0399,19-22,2,Social,6,7.04,14,11,0.786,2,3,1,4.2,7,8,3,0.214,2,7,7,1.94,64.44,80.86,1,0
P0400,19-22,3,Intrinsic,5,21.49,8,5,0.625,4,5,1,3.61,5,5,5,0.625,0,4,9,0.73,58.98,60.5,1,0
P0401,13-15,0,Intrinsic,11,21.37,28,12,0.429,2,5,3,4.45,13,6,3,0.107,0,0,4,0.73,31.03,62.21,1,0
P0402,23-30,4,Intrinsic,8,31.59,23,10,0.435,2,5,3,5.02,9,4,7,0.304,1,0,7,0.5,45.85,56.61,0,0
P0403,16-18,4,Intrinsic,18,22.11,49,13,0.265,3,6,3,3.8,7,7,5,0.102,1,1,0,4.37,43.62,54.2,0,1
P0404,19-22,5,Extrinsic,11,18.63,25,10,0.4,3,4,1,4.73,11,8,2,0.08,1,3,6,1.04,53.67,65.6,1,0
P0405,16-18,1,Social,16,30.36,35,19,0.543,3,6,3,2.89,4,0,4,0.114,3,4,1,0.57,49.5,67.71,1,0
P0406,23-30,5,Intrinsic,9,22.97,24,17,0.708,3,6,3,3.88,19,6,7,0.292,0,2,7,3.75,66.63,70.67,1,0
P0407,16-18,2,Intrinsic,15,16.0,43,21,0.488,4,6,2,4.92,16,8,1,0.023,1,2,4,1.11,43.24,69.72,1,0
P0408,13-15,0,Intrinsic,8,31.24,23,16,0.696,4,6,2,2.3,4,7,2,0.087,2,5,6,2.75,54.57,78.17,1,0
P0409,23-30,3,Extrinsic,15,23.55,31,25,0.806,4,4,0,1.0,5,1,1,0.032,1,3,1,1.62,71.26,89.35,1,0
P0410,13-15,0,Intrinsic,4,22.02,11,8,0.727,1,1,0,3.09,4,1,0,0.0,1,2,9,1.22,49.35,86.36,1,0
P0411,16-18,1,Extrinsic,14,23.42,24,14,0.583,4,3,1,1.0,4,1,2,0.083,1,3,5,2.02,54.33,74.67,1,0
P0412,23-30,4,Extrinsic,18,13.43,33,27,0.818,1,4,3,2.55,8,3,5,0.152,3,5,0,1.13,74.85,80.36,1,0
P0413,23-30,4,Extrinsic,21,17.78,34,7,0.206,1,1,0,4.13,10,5,3,0.088,2,2,11,6.13,41.9,57.65,0,0
P0414,19-22,4,Intrinsic,18,22.03,34,20,0.588,5,5,0,2.69,4,5,1,0.029,2,2,5,0.5,60.8,78.53,1,0
P0415,19-22,4,Extrinsic,37,20.44,50,7,0.14,4,6,2,5.93,12,4,3,0.06,6,0,2,0.5,31.78,51.2,0,0
P0416,16-18,3,Intrinsic,12,32.18,33,19,0.576,3,3,0,1.19,4,1,1,0.03,6,2,9,1.56,60.05,77.88,1,0
P0417,16-18,3,Intrinsic,11,23.74,29,21,0.724,4,5,1,3.36,8,4,2,0.069,3,3,1,0.57,62.07,82.14,1,0
P0418,16-18,0,Social,18,28.84,44,8,0.182,5,8,3,5.1,4,2,3,0.068,2,1,11,4.08,21.02,51.05,0,0
P0419,19-22,0,Extrinsic,13,22.08,29,12,0.414,3,4,1,1.74,1,2,2,0.069,2,3,8,1.31,41.69,66.62,1,0
P0420,19-22,5,Intrinsic,10,30.45,25,24,0.96,3,2,1,5.05,5,10,1,0.04,0,6,9,0.91,79.78,94.8,1,0
P0421,19-22,1,Intrinsic,21,25.18,43,34,0.791,4,6,2,4.77,5,9,4,0.093,0,4,6,1.34,54.71,82.74,1,0
P0422,19-22,3,Intrinsic,13,22.11,35,11,0.314,2,3,1,1.09,3,1,0,0.0,0,3,5,0.74,51.36,63.71,1,0
P0423,13-15,0,Intrinsic,2,21.89,5,4,0.8,2,5,3,4.44,6,11,4,0.8,0,6,5,1.07,54.89,60.0,0,0
P0424,16-18,0,Intrinsic,15,14.36,38,14,0.368,4,5,1,4.08,6,10,4,0.105,3,2,9,2.52,32.54,63.26,1,0
P0425,13-15,0,Intrinsic,12,26.06,27,18,0.667,2,3,1,2.61,5,4,1,0.037,1,3,11,5.99,49.63,80.22,1,0
P0426,16-18,3,Extrinsic,12,21.68,33,10,0.303,1,1,0,1.0,1,2,2,0.061,1,1,10,1.39,48.12,63.33,1,0
P0427,16-18,1,Extrinsic,15,17.98,28,25,0.893,2,4,2,4.42,9,10,2,0.071,0,6,3,1.16,62.67,88.5,1,0
P0428,23-30,0,Extrinsic,7,30.85,14,9,0.643,2,1,1,6.82,16,8,0,0.0,1,2,7,4.57,36.67,80.14,1,0
P0429,16-18,1,Extrinsic,11,12.0,29,19,0.655,5,8,3,3.92,4,7,5,0.172,1,5,7,0.5,52.91,71.59,1,0
P0430,13-15,0,Intrinsic,22,18.62,49,34,0.694,3,6,3,6.85,15,4,8,0.163,2,3,8,1.08,40.12,73.8,1,0
P0431,13-15,0,Social,10,30.22,28,23,0.821,3,2,1,2.37,4,6,1,0.036,0,3,4,1.81,56.43,88.0,1,0
P0432,19-22,4,Social,8,24.52,16,5,0.312,5,8,3,4.82,8,10,5,0.312,0,1,1,2.75,42.94,50.25,0,0
P0433,19-22,3,Social,7,21.62,14,8,0.571,5,5,0,4.16,5,11,1,0.071,1,5,1,0.51,56.96,76.43,1,0
P0434,13-15,0,Social,5,24.01,14,8,0.571,3,4,1,3.49,6,6,2,0.143,1,3,2,1.7,43.64,72.29,1,0
P0435,13-15,0,Social,12,23.44,26,5,0.192,5,5,0,2.55,7,5,0,0.0,0,0,2,2.51,26.31,59.62,0,0
P0436,19-22,2,Extrinsic,24,9.87,50,35,0.7,3,3,0,4.09,16,6,0,0.0,2,9,3,2.14,64.28,85.0,1,0
P0437,13-15,1,Intrinsic,9,19.21,17,11,0.647,2,2,0,5.84,7,17,0,0.0,0,2,4,2.56,43.29,82.35,1,0
P0438,19-22,3,Extrinsic,1,34.93,1,1,1.0,2,1,1,3.95,6,5,2,2.0,0,5,2,3.26,74.62,38.0,0,0
P0439,19-22,3,Extrinsic,4,16.73,9,5,0.556,3,5,2,3.23,7,5,3,0.333,1,1,13,1.43,52.66,63.78,1,0
P0440,13-15,0,Extrinsic,22,19.45,36,22,0.611,3,2,1,3.22,6,8,2,0.056,2,3,3,0.5,45.91,76.89,1,0
P0441,13-15,0,Extrinsic,16,17.67,45,12,0.267,3,2,1,7.28,17,13,0,0.0,2,1,1,0.5,18.97,61.33,1,0
P0442,23-30,2,Intrinsic,8,21.3,21,14,0.667,3,3,0,3.2,9,9,1,0.048,0,0,7,5.87,51.66,81.9,1,0
P0443,16-18,1,Intrinsic,10,17.34,17,6,0.353,1,3,2,3.11,6,4,3,0.176,0,2,4,3.39,38.35,58.35,0,0
P0444,16-18,4,Social,8,25.89,20,9,0.45,1,1,0,1.28,2,1,0,0.0,1,3,3,4.33,60.29,72.5,1,0
P0445,19-22,1,Extrinsic,17,23.58,40,33,0.825,3,5,2,1.26,0,1,4,0.1,1,1,0,7.93,60.35,84.25,1,0
P0446,23-30,1,Extrinsic,15,28.19,26,8,0.308,2,2,0,3.55,4,5,0,0.0,1,1,10,4.17,33.94,65.38,1,0
P0447,23-30,5,Intrinsic,24,13.59,45,16,0.356,3,2,1,4.48,10,7,3,0.067,4,1,10,3.54,49.52,63.78,1,0
P0448,19-22,3,Intrinsic,14,19.28,29,17,0.586,3,5,2,3.4,6,6,1,0.034,1,2,2,3.2,54.94,74.28,1,0
P0449,16-18,0,Social,10,20.19,25,11,0.44,3,6,3,4.48,8,7,7,0.28,0,0,3,0.9,31.41,57.6,0,0
P0450,13-15,1,Extrinsic,6,25.65,14,7,0.5,2,1,1,1.74,5,2,2,0.143,1,2,1,9.46,47.64,68.71,1,0
P0451,19-22,3,Extrinsic,17,15.65,39,18,0.462,3,2,1,3.7,10,6,1,0.026,1,3,4,2.34,50.71,70.31,1,0
P0452,19-22,5,Extrinsic,11,29.33,29,19,0.655,4,3,1,4.22,4,8,1,0.034,2,2,3,0.75,63.65,79.72,1,0
P0453,16-18,3,Extrinsic,6,31.49,15,8,0.533,5,7,2,3.2,7,5,2,0.133,0,1,2,0.71,51.84,68.67,1,0
P0454,23-30,3,Intrinsic,12,14.09,29,20,0.69,4,5,1,6.04,12,6,2,0.069,1,3,0,5.07,54.0,80.41,1,0
P0455,13-15,3,Extrinsic,8,18.07,21,4,0.19,3,2,1,2.24,4,4,4,0.19,1,1,0,0.86,40.51,51.81,0,0
P0456,16-18,1,Intrinsic,11,17.74,22,10,0.455,2,5,3,4.93,7,5,2,0.091,1,2,2,0.5,37.87,64.0,1,0
P0457,13-15,1,Intrinsic,9,43.06,25,16,0.64,3,6,3,5.77,14,11,5,0.2,0,1,5,1.68,41.67,70.0,1,0
P0458,16-18,2,Extrinsic,7,18.56,16,3,0.188,5,5,0,2.88,6,4,4,0.25,0,0,4,5.1,33.29,51.88,0,0
P0459,13-15,1,Social,3,35.42,8,6,0.75,2,3,1,3.22,5,4,2,0.25,1,3,1,1.61,55.46,78.0,1,0
P0460,13-15,2,Intrinsic,15,11.87,34,23,0.676,2,3,1,1.36,4,2,3,0.088,2,1,5,4.88,58.17,79.18,1,0
P0461,13-15,0,Social,8,14.08,14,7,0.5,1,3,2,6.04,10,12,8,0.571,1,3,7,5.27,34.41,53.86,0,0
P0462,19-22,2,Intrinsic,3,16.51,6,4,0.667,4,4,0,2.75,4,3,2,0.333,1,1,1,5.85,54.3,73.33,1,0
P0463,19-22,4,Intrinsic,14,15.23,28,23,0.821,3,5,2,4.81,8,9,3,0.107,2,5,12,2.67,69.34,83.86,1,0
P0464,19-22,2,Intrinsic,7,19.86,17,9,0.529,1,1,0,4.01,5,5,1,0.059,0,5,0,3.61,51.65,74.71,1,0
P0465,23-30,5,Intrinsic,3,16.33,6,3,0.5,4,5,1,2.56,10,2,0,0.0,0,3,12,0.91,63.11,73.0,1,0
P0466,16-18,2,Extrinsic,9,15.45,24,13,0.542,3,5,2,3.7,8,8,2,0.083,1,5,1,0.5,52.91,70.58,1,0
P0467,16-18,1,Intrinsic,9,31.27,22,19,0.864,2,2,0,5.0,15,8,1,0.045,0,2,6,2.28,54.04,91.82,1,0
P0468,23-30,4,Extrinsic,11,31.79,27,1,0.037,2,3,1,1.82,0,1,6,0.222,3,0,8,0.5,37.92,43.19,0,0
P0469,13-15,0,Social,25,29.59,45,31,0.689,2,3,1,6.69,12,14,0,0.0,4,5,5,1.88,43.33,82.44,1,0
P0470,23-30,2,Intrinsic,8,26.19,23,7,0.304,3,2,1,2.38,4,5,2,0.087,2,1,5,0.5,40.72,60.61,1,0
P0471,13-15,1,Extrinsic,8,22.74,22,11,0.5,2,4,2,2.23,3,5,6,0.273,0,2,4,0.5,46.42,62.82,1,0
P0472,23-30,3,Intrinsic,12,18.02,32,22,0.688,3,2,1,3.7,7,11,4,0.125,2,5,6,6.14,62.75,78.62,1,0
P0473,13-15,0,Extrinsic,8,14.37,15,2,0.133,4,5,1,6.81,15,10,0,0.0,0,0,1,3.07,13.3,54.67,0,0
P0474,23-30,4,Intrinsic,9,24.9,20,14,0.7,3,5,2,1.13,2,1,2,0.1,0,3,1,3.11,70.67,78.0,1,0
P0475,16-18,3,Intrinsic,21,12.61,35,28,0.8,2,4,2,3.79,11,4,3,0.086,1,3,6,1.55,64.03,83.43,1,0
P0476,23-30,5,Intrinsic,21,14.05,48,46,0.958,3,6,3,5.21,11,10,4,0.083,3,4,6,1.6,76.3,89.42,1,0
P0477,13-15,1,Intrinsic,16,31.22,27,15,0.556,4,4,0,3.05,8,5,0,0.0,0,1,5,1.08,45.1,77.78,1,0
P0478,19-22,2,Intrinsic,7,37.21,16,12,0.75,1,4,3,5.07,12,9,7,0.438,2,3,10,1.71,54.82,68.38,1,0
P0479,23-30,1,Extrinsic,14,25.15,34,25,0.735,1,4,3,3.42,5,2,7,0.206,1,4,4,2.65,55.85,74.59,1,0
P0480,16-18,4,Social,11,30.85,22,16,0.727,3,4,1,2.6,8,4,3,0.136,1,4,6,0.62,69.59,80.27,1,0
P0481,19-22,3,Social,7,20.03,15,8,0.533,3,3,0,2.78,2,2,3,0.2,0,0,5,0.91,51.39,70.67,1,0
P0482,19-22,3,Extrinsic,15,11.3,42,30,0.714,2,5,3,2.81,5,7,6,0.143,2,3,1,2.05,63.06,75.43,1,0
P0483,16-18,3,Intrinsic,9,26.9,14,8,0.571,4,7,3,4.43,16,10,8,0.571,0,2,7,1.46,51.77,55.43,0,0
P0484,19-22,4,Intrinsic,9,26.55,24,14,0.583,3,5,2,3.42,5,2,4,0.167,1,3,5,5.14,60.29,70.17,1,0
P0485,19-22,4,Intrinsic,7,22.57,12,4,0.333,5,6,1,2.79,6,2,1,0.083,2,1,4,5.17,48.85,62.17,1,0
P0486,23-30,5,Intrinsic,6,20.06,9,2,0.222,2,5,3,4.98,8,9,4,0.444,0,1,4,1.23,42.94,41.78,0,0
P0487,13-15,0,Extrinsic,18,29.7,32,4,0.125,4,4,0,1.0,2,2,0,0.0,1,1,3,1.8,29.0,56.25,0,0
P0488,16-18,3,Extrinsic,16,14.11,42,16,0.381,1,1,0,2.66,3,1,0,0.0,4,3,3,11.26,50.1,69.05,1,0
P0489,23-30,4,Intrinsic,7,15.81,14,5,0.357,3,2,1,6.98,13,12,2,0.143,1,2,1,5.27,40.85,61.57,1,0
P0490,23-30,4,Intrinsic,12,13.94,33,10,0.303,3,4,1,1.87,0,1,0,0.0,2,2,4,0.73,51.44,63.15,1,0
P0491,16-18,4,Social,24,22.68,50,27,0.54,2,1,1,5.43,8,11,2,0.04,3,4,2,0.99,55.03,73.8,1,0
P0492,19-22,4,Extrinsic,10,13.3,15,3,0.2,4,6,2,4.08,6,3,2,0.133,1,0,3,0.5,38.8,52.0,0,1
P0493,16-18,2,Intrinsic,9,16.53,23,19,0.826,1,3,2,3.1,7,3,3,0.13,1,4,4,3.4,64.3,83.39,1,0
P0494,13-15,1,Social,12,16.35,19,6,0.316,3,3,0,1.02,1,0,0,0.0,1,1,6,1.14,40.58,65.79,1,0
P0495,16-18,1,Social,6,19.92,16,5,0.312,2,3,1,3.71,6,7,1,0.062,1,0,3,2.31,32.23,61.75,1,0
P0496,16-18,0,Intrinsic,10,10.1,17,8,0.471,4,5,1,5.68,5,9,0,0.0,1,3,2,4.38,34.12,71.53,1,0
P0497,19-22,2,Intrinsic,14,22.7,28,22,0.786,1,1,0,2.42,6,3,2,0.071,1,2,8,5.42,61.39,87.14,1,0
P0498,13-15,0,Extrinsic,11,31.98,29,24,0.828,4,7,3,4.38,5,7,3,0.103,0,5,4,1.18,54.66,82.28,1,0
P0499,23-30,5,Social,15,23.08,43,37,0.86,4,7,3,6.02,14,6,1,0.023,2,4,1,0.81,70.38,86.33,1,0
P0500,23-30,2,Social,7,34.33,14,11,0.786,4,7,3,5.01,15,1,4,0.286,0,4,0,5.66,57.9,74.71,1,0
P0501,19-22,3,Intrinsic,9,32.67,24,16,0.667,2,2,0,1.0,1,0,0,0.0,1,2,1,1.44,64.17,83.33,1,0
P0502,16-18,1,Intrinsic,25,28.22,44,17,0.386,3,4,1,3.65,7,5,2,0.045,1,0,4,5.18,35.33,65.95,1,0
P0503,16-18,2,Extrinsic,16,22.6,43,27,0.628,1,1,0,5.27,13,7,0,0.0,3,1,1,0.5,46.45,81.4,1,0
P0504,19-22,5,Extrinsic,14,22.18,34,24,0.706,4,4,0,2.94,7,5,3,0.088,1,5,5,7.29,73.37,82.65,1,0
P0505,19-22,5,Intrinsic,6,28.11,10,4,0.4,4,6,2,1.0,2,1,3,0.3,0,2,6,1.98,61.5,57.0,0,0
P0506,13-15,0,Social,8,18.87,15,8,0.533,3,5,2,4.58,10,5,3,0.2,1,2,2,0.56,37.88,66.67,1,0
P0507,23-30,3,Extrinsic,20,6.94,33,13,0.394,4,6,2,3.7,7,6,2,0.061,0,0,4,2.3,43.5,63.88,1,0
P0508,19-22,4,Social,19,25.94,39,14,0.359,1,2,1,1.0,0,3,0,0.0,4,2,4,6.12,55.86,65.95,1,0
P0509,23-30,3,Social,3,12.95,5,3,0.6,3,5,2,1.48,2,4,1,0.2,0,4,5,1.48,63.3,70.0,1,0
P0510,19-22,5,Extrinsic,4,14.3,9,5,0.556,2,5,3,5.96,11,4,3,0.333,0,2,5,0.59,55.32,61.78,1,0
P0511,19-22,4,Intrinsic,5,22.0,14,10,0.714,5,7,2,2.9,3,6,3,0.214,3,4,1,2.58,68.32,75.29,1,0
P0512,16-18,3,Extrinsic,18,21.24,27,16,0.593,4,4,0,1.64,0,5,1,0.037,1,4,3,5.4,62.61,78.52,1,0
P0513,23-30,4,Intrinsic,18,10.7,41,30,0.732,4,6,2,3.95,8,3,3,0.073,1,1,3,0.5,61.9,80.39,1,0
P0514,23-30,5,Extrinsic,18,23.32,42,28,0.667,5,8,3,3.53,7,7,3,0.071,0,0,3,0.5,62.83,75.19,1,0
P0515,13-15,0,Intrinsic,13,29.73,37,32,0.865,2,4,2,4.15,8,5,2,0.054,1,6,9,0.5,58.22,87.62,1,0
P0516,13-15,0,Extrinsic,18,12.97,40,10,0.25,5,4,1,3.2,2,4,1,0.025,1,0,3,0.79,27.01,59.75,0,0
P0517,16-18,2,Intrinsic,22,32.18,50,28,0.56,2,5,3,2.7,7,4,5,0.1,3,1,6,0.5,50.15,69.0,1,0
P0518,19-22,3,Intrinsic,20,9.52,44,30,0.682,4,5,1,2.73,2,5,2,0.045,1,0,2,1.68,57.44,80.73,1,0
P0519,23-30,3,Intrinsic,13,38.94,24,16,0.667,4,6,2,4.66,10,10,7,0.292,0,1,7,3.59,53.51,70.58,1,0
P0520,13-15,0,Intrinsic,12,18.71,19,7,0.368,1,1,0,3.06,8,3,0,0.0,2,2,4,3.72,35.08,68.42,1,0
P0521,19-22,5,Extrinsic,18,23.16,38,25,0.658,2,4,2,3.88,11,7,5,0.132,0,2,1,3.04,64.62,74.95,1,0
P0522,16-18,2,Extrinsic,7,6.86,11,4,0.364,1,1,0,5.91,15,14,1,0.091,1,2,3,1.05,35.78,65.45,1,0
P0523,23-30,4,Extrinsic,5,21.5,11,9,0.818,5,4,1,4.6,6,6,0,0.0,0,3,2,3.99,66.74,88.91,1,0
P0524,19-22,5,Intrinsic,16,23.83,31,13,0.419,1,2,1,4.78,12,10,2,0.065,4,1,3,2.58,51.33,67.03,1,0
P0525,19-22,4,Intrinsic,15,21.31,34,5,0.147,3,6,3,4.25,7,6,5,0.147,0,1,6,5.92,37.75,46.94,0,0
P0526,16-18,5,Intrinsic,18,17.5,30,11,0.367,4,7,3,4.83,8,6,2,0.067,4,2,1,1.95,50.59,60.33,1,0
P0527,16-18,2,Intrinsic,9,14.43,26,18,0.692,2,3,1,2.85,6,5,3,0.115,1,5,0,0.6,61.06,79.15,1,0
P0528,16-18,0,Social,9,31.04,25,18,0.72,3,2,1,4.67,13,7,1,0.04,0,3,3,3.02,46.63,82.8,1,0
P0529,13-15,1,Intrinsic,6,22.25,10,8,0.8,3,2,1,3.33,6,3,1,0.1,1,9,3,0.5,66.16,85.0,1,0
P0530,23-30,4,Intrinsic,23,34.33,46,27,0.587,2,4,2,4.33,11,4,5,0.109,4,2,6,9.9,56.64,72.09,1,0
P0531,19-22,5,Intrinsic,8,17.79,19,13,0.684,4,3,1,3.74,7,6,2,0.105,0,3,5,3.64,67.52,79.05,1,0
P0532,23-30,5,Intrinsic,19,18.52,31,23,0.742,2,4,2,3.97,6,8,1,0.032,2,1,8,4.24,66.25,82.13,1,0
P0533,23-30,3,Extrinsic,7,28.52,14,6,0.429,2,2,0,7.41,9,14,0,0.0,2,1,1,3.41,37.12,71.43,1,0
P0534,19-22,2,Extrinsic,19,9.02,35,17,0.486,3,4,1,2.5,7,5,2,0.057,2,1,4,0.5,47.68,70.57,1,0
P0535,19-22,3,Intrinsic,21,12.29,50,44,0.88,3,3,0,1.99,2,3,1,0.02,0,4,3,1.88,73.23,93.4,1,0
P0536,23-30,2,Intrinsic,6,30.78,16,14,0.875,5,5,0,4.04,12,2,0,0.0,0,12,7,3.16,72.9,93.75,1,0
P0537,19-22,3,Intrinsic,14,12.62,33,15,0.455,4,4,0,2.11,6,1,2,0.061,1,3,3,0.78,54.41,70.91,1,0
P0538,13-15,0,Intrinsic,12,7.45,27,11,0.407,3,3,0,2.56,6,6,2,0.074,1,2,3,3.41,37.89,68.15,1,0
P0539,16-18,4,Intrinsic,6,36.95,17,3,0.176,2,5,3,2.87,5,4,6,0.353,0,0,4,5.14,40.88,42.24,0,0
P0540,13-15,0,Social,6,10.85,17,9,0.529,2,1,1,4.24,8,3,1,0.059,0,3,7,0.96,40.08,72.71,1,0
P0541,23-30,2,Extrinsic,19,23.47,50,31,0.62,2,3,1,4.26,9,5,2,0.04,1,2,1,0.67,50.16,77.8,1,0
P0542,19-22,4,Extrinsic,8,22.55,13,11,0.846,3,4,1,3.03,3,6,0,0.0,0,4,5,6.44,73.28,90.31,1,0
P0543,13-15,1,Intrinsic,8,5.0,13,12,0.923,4,4,0,4.07,13,3,2,0.154,1,3,0,0.5,60.24,91.54,1,0
P0544,19-22,3,Intrinsic,4,19.86,10,2,0.2,2,3,1,1.0,3,2,2,0.2,0,2,6,0.89,45.5,52.0,0,0
P0545,19-22,3,Extrinsic,24,25.59,50,29,0.58,2,4,2,2.94,8,4,4,0.08,4,2,3,1.57,55.85,72.6,1,0
P0546,16-18,2,Extrinsic,28,24.83,42,10,0.238,3,4,1,3.25,7,6,1,0.024,1,1,6,3.35,35.91,59.19,0,0
P0547,13-15,0,Extrinsic,15,29.23,23,16,0.696,1,1,0,1.24,1,1,2,0.087,1,6,6,17.49,58.72,82.17,1,0
P0548,19-22,4,Intrinsic,11,18.9,31,7,0.226,4,5,1,1.0,2,1,2,0.065,1,1,11,1.39,49.03,57.35,0,0
P0549,16-18,1,Extrinsic,16,27.7,44,30,0.682,3,2,1,3.04,6,5,0,0.0,1,3,2,8.92,53.18,82.09,1,0
P0550,19-22,4,Intrinsic,20,16.49,40,37,0.925,3,3,0,4.04,15,6,1,0.025,2,2,6,1.37,70.9,95.5,1,0
P0551,16-18,0,Social,5,10.72,14,12,0.857,2,5,3,6.42,11,9,4,0.286,2,6,4,3.57,52.23,78.29,1,0
P0552,23-30,3,Extrinsic,11,11.62,26,23,0.885,5,4,1,2.68,4,1,4,0.154,0,3,6,0.54,70.19,87.62,1,0
P0553,19-22,5,Extrinsic,7,10.3,18,6,0.333,1,2,1,4.6,11,3,0,0.0,1,3,2,1.85,51.33,64.67,1,0
P0554,19-22,3,Intrinsic,9,30.08,19,3,0.158,4,7,3,5.45,9,7,11,0.579,2,0,1,6.15,29.68,34.53,0,1
P0555,23-30,5,Extrinsic,10,9.88,16,4,0.25,2,1,1,5.33,7,5,2,0.125,1,2,2,1.16,44.68,56.75,0,0
P0556,16-18,1,Intrinsic,20,24.19,43,16,0.372,4,6,2,3.47,8,8,2,0.047,1,2,5,0.5,38.2,63.21,1,0
P0557,13-15,0,Intrinsic,5,19.87,10,4,0.4,4,3,1,1.0,2,1,1,0.1,0,3,1,2.22,43.0,65.0,1,0
P0558,13-15,1,Intrinsic,15,21.18,34,25,0.735,1,4,3,4.61,7,9,4,0.118,4,5,10,1.74,54.4,77.24,1,0
P0559,19-22,1,Extrinsic,16,32.91,26,12,0.462,4,6,2,2.48,6,3,3,0.115,2,3,13,0.78,45.76,65.62,1,0
P0560,19-22,1,Intrinsic,19,18.49,50,21,0.42,3,4,1,2.41,3,2,0,0.0,1,1,5,7.08,41.26,69.0,1,0
P0561,19-22,1,Intrinsic,14,26.89,26,20,0.769,1,1,0,2.55,5,5,0,0.0,4,2,0,2.76,56.4,88.46,1,0
P0562,13-15,1,Social,11,22.3,19,9,0.474,1,2,1,2.99,6,4,3,0.158,1,2,4,1.28,43.47,66.95,1,0
P0563,13-15,0,Intrinsic,9,20.78,20,8,0.4,3,3,0,3.21,5,1,5,0.25,0,1,2,16.66,34.47,62.5,1,0
P0564,13-15,3,Extrinsic,11,40.4,25,14,0.56,3,3,0,4.05,7,7,0,0.0,0,1,5,0.5,50.76,78.0,1,0
P0565,16-18,1,Intrinsic,8,10.47,17,8,0.471,4,7,3,3.95,7,4,7,0.412,0,6,4,5.65,46.95,55.18,0,0
P0566,19-22,4,Intrinsic,15,32.31,39,20,0.513,4,6,2,4.59,10,8,2,0.051,2,2,5,0.79,53.03,70.1,1,0
P0567,16-18,4,Extrinsic,16,27.25,36,4,0.111,3,5,2,4.02,8,3,2,0.056,0,1,8,0.82,36.89,49.89,0,0
P0568,16-18,5,Intrinsic,11,18.16,26,3,0.115,4,3,1,4.9,4,6,4,0.154,0,1,19,2.07,38.86,49.15,0,0
P0569,23-30,5,Extrinsic,4,35.03,10,4,0.4,3,4,1,3.22,7,5,1,0.1,0,0,8,3.25,52.96,65.0,1,0
P0570,16-18,3,Extrinsic,8,7.22,12,3,0.25,2,5,3,4.38,8,8,3,0.25,1,1,9,3.52,37.55,49.0,0,0
P0571,16-18,3,Extrinsic,12,17.83,28,18,0.643,5,6,1,2.94,5,1,2,0.071,1,4,1,0.5,61.37,78.0,1,0
